子图,系列,x,y
子图1,POD-GPR,16,0.1533113972
子图1,POD-GPR,17,0.154832923
子图1,POD-GPR,18,0.164791901
子图1,POD-GPR,19,0.1672745449
子图1,POD-GPR,20,0.1694992685
子图1,POD-GPR,21,0.1761290042
子图1,POD-GPR,22,0.1791268451
子图1,POD-GPR,23,0.1795370226
子图1,POD-GPR,24,0.1918694318
子图1,POD-GPR,25,0.1932271037
子图1,POD-GPR,26,0.1981856204
子图1,POD-GPR,27,0.1987875374
子图1,POD-GPR,28,0.2023785028
子图1,POD-GPR,29,0.2044675236
子图1,POD-GPR,30,0.2102203067
子图1,POD-GPR,31,0.2123384147
子图1,POD-GPR,32,0.2136637249
子图1,POD-GPR,33,0.219264004
子图1,POD-GPR,34,0.2270627343
子图1,POD-GPR,35,0.2418642257
子图1,POD-GPR,36,0.2423907533
子图1,POD-GPR,37,0.2606208837
子图1,POD-GPR,38,0.2634014007
子图1,POD-GPR,39,0.2743835888
子图1,POD-GPR,40,0.277528258
子图1,POD-GPR,41,0.2809945646
子图1,POD-GPR,42,0.2857078165
子图1,POD-GPR,43,0.2866273354
子图1,POD-GPR,44,0.2866348308
子图1,POD-GPR,45,0.2901917905
子图1,POD-GPR,46,0.2934932934
子图1,POD-GPR,47,0.2952538531
子图1,POD-GPR,48,0.2990454487
子图1,POD-GPR,49,0.305679687
子图1,POD-GPR,50,0.3165292618
子图1,POD-GPR,51,0.3210077919
子图1,POD-GPR,52,0.3274698324
子图1,POD-GPR,53,0.3413733568
子图1,POD-GPR,54,0.3562970428
子图1,POD-GPR,55,0.3579847367
子图1,POD-GPR,56,0.3588248734
子图1,POD-GPR,57,0.364430876
子图1,POD-GPR,58,0.3684229159
子图1,POD-GPR,59,0.3839773926
子图1,POD-GPR,60,0.3912498488
子图1,POD-GPR,61,0.4752231883
子图1,POD-GPR,62,0.4811297463
子图1,POD-GPR,63,0.5862301106
子图1,POD-GPR,64,0.6294146087
子图2,系列4,1.09714083,0.5233011901
子图2,系列4,0.9491699467,1.03449093
子图2,系列4,1.016072774,0.2702276421
子图2,系列4,0.9332592541,1.130171023
子图2,系列4,0.8736706961,0.2708243344
子图2,系列4,0.8839754671,0.7084411561
子图2,系列4,0.9277492955,0.555727969
子图2,系列4,1.110893283,0.1778844642
子图2,系列4,1.02509971,0.2836339767
子图2,系列4,1.09139924,0.7093666252
子图2,系列4,0.9049535427,0.5795909529
子图2,系列4,1.103049244,0.731172912
子图2,系列4,0.8789892209,0.1830455873
子图2,系列4,1.043014523,0.139222147
子图2,系列4,1.113592947,0.4409387771
子图2,系列4,0.8925975959,0.2918262555
子图2,系列4,1.046777089,0.4763636247
子图2,系列4,1.082648641,0.6214638413
子图2,系列4,0.9822112382,0.7492480905
子图2,系列4,1.010422482,0.3064722748
子图2,系列4,0.9090580425,0.7144739232
子图2,系列4,0.936713086,0.3577118452
子图2,系列4,0.8864979484,0.1324335512
子图2,系列4,0.9501874655,0.4144570726
子图2,系列4,0.9978620106,0.6214632437
子图2,系列4,0.8894125359,1.13067031
子图2,系列4,0.964895385,0.2789085453
子图2,系列4,0.9295495096,1.07744209
子图2,系列4,0.9917918058,0.3550690813
子图2,系列4,0.9518126963,0.1652550758
子图2,系列4,0.8966961155,0.2762126607
子图2,系列4,1.006241495,0.1515875833
子图2,系列4,1.026392153,0.3160435341
子图2,系列4,0.8841563905,0.1787306453
子图2,系列4,0.9110835798,0.151178086
子图2,系列4,1.056555401,0.38340708
子图2,系列4,1.12317102,0.1877992949
子图2,系列4,0.9441235196,0.2377734613
子图2,系列4,1.025652117,0.1413298931
子图2,系列4,0.928516288,0.1319990468
子图2,系列4,0.9786251146,0.2162002326
子图2,系列4,0.988246827,1.124317673
子图2,系列4,1.014153683,0.4148316116
子图2,系列4,1.100316207,0.4806022464
子图2,系列4,1.095120145,0.1428824179
子图2,系列4,0.8873709283,0.7095559036
子图2,系列4,0.9587920979,0.1327716097
子图2,系列4,1.058344144,0.1279700341
子图2,系列4,0.9829929155,0.4416036594
子图2,系列4,1.014358787,0.3816928496
子图2,系列4,0.984095049,0.1389248988
子图2,系列4,1.026259526,0.397370732
子图2,系列4,0.9574010868,0.2763083212
子图2,系列4,0.9715558643,0.259859942
子图2,系列4,1.085833282,0.1790200924
子图2,系列4,1.059283686,0.1372668902
子图2,系列4,1.101544685,0.1340348004
子图2,系列4,1.008859314,0.1484495456
子图2,系列4,1.061704561,0.3699950945
子图2,系列4,1.010057302,0.2455109981
子图2,系列4,1.040345141,0.2028219449
子图2,系列4,1.005108468,0.3249074558
子图2,系列4,0.9398968834,0.1154060381
子图2,系列4,0.8868647449,0.1593477222
子图2,系列5,0.76,0.2877301161
子图2,系列5,1.24,0.2877301161
子图2,系列6,1,0.7261632153
子图2,系列7,2.036110034,0.2453432983
子图2,系列7,2.044577763,0.7889225252
子图2,系列7,1.878935359,0.2303417852
子图2,系列7,1.977358475,0.7706686109
子图2,系列7,2.02850972,0.3061128355
子图2,系列7,2.118515498,0.6989483136
子图2,系列7,2.08024768,0.5227957362
子图2,系列7,2.016470776,0.2928881561
子图2,系列7,2.111842325,0.1751884946
子图2,系列7,1.922956431,0.6511694191
子图2,系列7,2.092427261,0.5658489079
子图2,系列7,1.900904041,0.5956350105
子图2,系列7,1.877312087,0.2920873679
子图2,系列7,1.978793552,0.2901393471
子图2,系列7,1.999404621,0.5173961953
子图2,系列7,2.092215547,0.1867579571
子图2,系列7,1.882741256,0.4850762603
子图2,系列7,1.916321291,0.3091956637
子图2,系列7,2.072721466,0.3947350117
子图2,系列7,2.074107747,0.1873796984
子图2,系列7,1.877271172,0.5835584915
子图2,系列7,1.958876116,0.4352904408
子图2,系列7,2.104170571,0.2230186972
子图2,系列7,2.009056152,0.4595617386
子图2,系列7,2.119453974,0.289022688
子图2,系列7,2.06781846,0.6778572554
子图2,系列7,2.091499636,0.4426552078
子图2,系列7,1.972064541,0.6533564786
子图2,系列7,2.028559439,0.6031951979
子图2,系列7,1.948715394,0.2773313828
子图2,系列7,2.056593241,0.526432029
子图2,系列7,2.031717956,0.195217937
子图2,系列7,2.057785133,0.6804702536
子图2,系列7,2.0339871,0.4448768371
子图2,系列7,1.93414282,0.250078189
子图2,系列7,1.875527296,0.6102298997
子图2,系列7,2.05142924,0.3612849327
子图2,系列7,1.871507895,0.5028327594
子图2,系列7,2.091951188,0.2593596439
子图2,系列7,1.922265737,0.323724632
子图2,系列7,1.953981414,0.4274974859
子图2,系列7,2.015069095,0.5992431745
子图2,系列7,1.966823083,0.3444226524
子图2,系列7,1.977569934,0.3337631664
子图2,系列7,1.941778775,0.2823400542
子图2,系列7,1.994321602,0.6021418226
子图2,系列7,1.96643498,0.2818561798
子图2,系列7,1.980537444,0.3826221006
子图2,系列7,1.947260619,0.2294236318
子图2,系列7,2.120425309,0.1790834306
子图2,系列7,2.121858834,0.2711068305
子图2,系列7,2.087837119,0.2003357276
子图2,系列7,1.900279517,0.6095993567
子图2,系列7,2.100653461,0.4491397672
子图2,系列7,2.116321879,0.4551660109
子图2,系列7,2.00216584,0.2265426706
子图2,系列7,1.9305666,0.2005090675
子图2,系列7,2.096754267,0.3218946391
子图2,系列7,2.086238659,0.5191774273
子图2,系列7,2.01847822,0.4427411271
子图2,系列7,1.901784974,0.2653832483
子图2,系列7,1.925531874,0.6443731964
子图2,系列7,2.00588284,0.3413947851
子图2,系列7,2.117714438,0.397420177
子图2,系列8,1.76,0.3886785561
子图2,系列8,2.24,0.3886785561
子图2,系列9,2,0.6491305523
子图2,系列10,3.05203609,0.2123384147
子图2,系列10,3.049566148,0.6294146087
子图2,系列10,2.91287473,0.1932271037
子图2,系列10,3.023675909,0.3839773926
子图2,系列10,3.007842382,0.1265264671
子图2,系列10,3.000858625,0.364430876
子图2,系列10,3.123627768,0.3274698324
子图2,系列10,2.970935888,0.1761290042
子图2,系列10,3.03315338,0.09810622882
子图2,系列10,2.978208439,0.305679687
子图2,系列10,3.114538321,0.3912498488
子图2,系列10,3.061898698,0.2990454487
子图2,系列10,2.896621812,0.1987875374
子图2,系列10,3.083129773,0.1918694318
子图2,系列10,3.049201689,0.4811297463
子图2,系列10,2.908087441,0.1147204931
子图2,系列10,2.976895381,0.3210077919
子图2,系列10,2.932277437,0.164791901
子图2,系列10,3.063735292,0.1981856204
子图2,系列10,2.948152801,0.1140481395
子图2,系列10,2.942026713,0.2102203067
子图2,系列10,3.067422647,0.277528258
子图2,系列10,2.897859628,0.1199327314
子图2,系列10,3.129418495,0.2866273354
子图2,系列10,2.94810085,0.2044675236
子图2,系列10,2.961154664,0.2901917905
子图2,系列10,2.990137567,0.3588248734
子图2,系列10,2.88885278,0.5862301106
子图2,系列10,2.959306337,0.4752231883
子图2,系列10,3.066286139,0.1791268451
子图2,系列10,2.998328682,0.2809945646
子图2,系列10,2.949013916,0.1428621095
子图2,系列10,3.11878949,0.2952538531
子图2,系列10,2.902575467,0.2934932934
子图2,系列10,2.949837934,0.1081981105
子图2,系列10,2.873292426,0.3579847367
子图2,系列10,3.012388313,0.1672745449
子图2,系列10,2.921262341,0.2857078165
子图2,系列10,2.959504533,0.2023785028
子图2,系列10,3.129847594,0.219264004
子图2,系列10,3.063894885,0.2418642257
子图2,系列10,3.076062249,0.3684229159
子图2,系列10,3.122185324,0.2423907533
子图2,系列10,2.961485417,0.2270627343
子图2,系列10,2.913518433,0.1694992685
子图2,系列10,3.023448692,0.2136637249
子图2,系列10,3.115596209,0.09216627364
子图2,系列10,2.870258326,0.1274723733
子图2,系列10,3.063585155,0.1795370226
子图2,系列10,2.996314597,0.1181514944
子图2,系列10,2.964202536,0.1417626795
子图2,系列10,2.903982447,0.1382769298
子图2,系列10,3.012690247,0.3413733568
子图2,系列10,3.111400479,0.3165292618
子图2,系列10,3.020723448,0.2743835888
子图2,系列10,3.038151134,0.1303662766
子图2,系列10,3.034031609,0.1258627653
子图2,系列10,3.039019788,0.154832923
子图2,系列10,2.987717512,0.3562970428
子图2,系列10,3.040020825,0.2606208837
子图2,系列10,3.069416764,0.1519095292
子图2,系列10,3.014710092,0.2634014007
子图2,系列10,2.905268941,0.1533113972
子图2,系列10,3.056351289,0.2866348308
子图2,系列11,2.76,0.2164638645
子图2,系列11,3.24,0.2164638645
子图2,系列12,3,0.3672253039
子图2,系列13,1,0.1747271171
子图2,系列13,1,0.1154060381
子图2,系列14,1,0.4912769823
子图2,系列14,1,0.7492480905
子图2,系列15,0.875,0.1154060381
子图2,系列15,1.125,0.1154060381
子图2,系列16,0.875,0.7492480905
子图2,系列16,1.125,0.7492480905
子图2,系列17,0.75,0.2877301161
子图2,系列17,1.25,0.2877301161
子图2,系列18,2,0.2757752447
子图2,系列18,2,0.1751884946
子图2,系列19,2,0.5362862487
子图2,系列19,2,0.7889225252
子图2,系列20,1.875,0.1751884946
子图2,系列20,2.125,0.1751884946
子图2,系列21,1.875,0.7889225252
子图2,系列21,2.125,0.7889225252
子图2,系列22,1.75,0.3886785561
子图2,系列22,2.25,0.3886785561
子图2,系列23,3,0.1544525415
子图2,系列23,3,0.09216627364
子图2,系列24,3,0.3007040083
子图2,系列24,3,0.4811297463
子图2,系列25,2.875,0.09216627364
子图2,系列25,3.125,0.09216627364
子图2,系列26,2.875,0.4811297463
子图2,系列26,3.125,0.4811297463
子图2,系列27,2.75,0.2164638645
子图2,系列27,3.25,0.2164638645
子图2,系列28 箱线1 中位数,1,0.2877301161
子图2,系列28 箱线1 Q1,1,0.1747271171
子图2,系列28 箱线1 Q3,1,0.4912769823
子图2,系列28 箱线1 下须,1,0.1154060381
子图2,系列28 箱线1 上须,1,0.7492480905
子图2,系列28 箱线2 中位数,2,0.3886785561
子图2,系列28 箱线2 Q1,2,0.2757752447
子图2,系列28 箱线2 Q3,2,0.5362862487
子图2,系列28 箱线2 下须,2,0.1751884946
子图2,系列28 箱线2 上须,2,0.7889225252
子图2,系列28 箱线3 中位数,3,0.2164638645
子图2,系列28 箱线3 Q1,3,0.1544525415
子图2,系列28 箱线3 Q3,3,0.3007040083
子图2,系列28 箱线3 下须,3,0.09216627364
子图2,系列28 箱线3 上须,3,0.4811297463
子图3,系列29（竖直参考线）,1.5,2.5
子图3,系列29（竖直参考线）,1.5,-0.5
子图3,系列30（竖直参考线）,3.5,2.5
子图3,系列30（竖直参考线）,3.5,-0.5
子图3,系列31（竖直参考线）,5.5,2.5
子图3,系列31（竖直参考线）,5.5,-0.5
子图3,系列32（竖直参考线）,7.5,2.5
子图3,系列32（竖直参考线）,7.5,-0.5
子图3,系列33（竖直参考线）,9.5,2.5
子图3,系列33（竖直参考线）,9.5,-0.5
