子图3 热图矩阵（行=y，列=x）,-0.5,0.6111111111,1.722222222,2.833333333,3.944444444,5.055555556,6.166666667,7.277777778,8.388888889,9.5
-0.5,1,1,1,1,1,1,1,1,1,1
1,1.795581711,1.767662918,2.21666156,2.270950361,1.979570439,2.483094845,1.11310989,1.700838765,1.341464038,1.489195426
2.5,1.329229324,1.977432403,1.181940105,1.443529184,1.610867665,1.806178252,1.389034053,1.482658599,1.391545177,1.211900034
