子图,系列,x,y
子图1：(a) G1b 宽频多正弦输入时程,系列1,0,0
子图1：(a) G1b 宽频多正弦输入时程,系列1,0.0009999275208,0.0001149741842
子图1：(a) G1b 宽频多正弦输入时程,系列1,0.001999855042,0.0002316662887
子图1：(a) G1b 宽频多正弦输入时程,系列1,0.002999782562,0.0003496452804
子图1：(a) G1b 宽频多正弦输入时程,系列1,0.003999710083,0.000468514096
子图1：(a) G1b 宽频多正弦输入时程,系列1,0.004999637604,0.0005879183828
子图1：(a) G1b 宽频多正弦输入时程,系列1,0.005999565125,0.0007075546397
子图1：(a) G1b 宽频多正弦输入时程,系列1,0.006999492645,0.0008271776577
子图1：(a) G1b 宽频多正弦输入时程,系列1,0.007999420166,0.0009466071695
子图1：(a) G1b 宽频多正弦输入时程,系列1,0.008999347687,0.001065733625
子图1：(a) G1b 宽频多正弦输入时程,系列1,0.009999275208,0.001184523018
子图1：(a) G1b 宽频多正弦输入时程,系列1,0.01099920273,0.001303020705
子图1：(a) G1b 宽频多正弦输入时程,系列1,0.01199913025,0.001421354156
子图1：(a) G1b 宽频多正弦输入时程,系列1,0.01299905777,0.001539734604
子图1：(a) G1b 宽频多正弦输入时程,系列1,0.01399898529,0.001658457556
子图1：(a) G1b 宽频多正弦输入时程,系列1,0.01499891281,0.001777902156
子图1：(a) G1b 宽频多正弦输入时程,系列1,0.01599884033,0.001898529384
子图1：(a) G1b 宽频多正弦输入时程,系列1,0.01699876785,0.00202087911
子图1：(a) G1b 宽频多正弦输入时程,系列1,0.01799869537,0.002145566009
子图1：(a) G1b 宽频多正弦输入时程,系列1,0.01899862289,0.002273274382
子图1：(a) G1b 宽频多正弦输入时程,系列1,0.01999855042,0.002404751914
子图1：(a) G1b 宽频多正弦输入时程,系列1,0.02099847794,0.00254080243
子图1：(a) G1b 宽频多正弦输入时程,系列1,0.02199840546,0.002682277715
子图1：(a) G1b 宽频多正弦输入时程,系列1,0.02299833298,0.002830068474
子图1：(a) G1b 宽频多正弦输入时程,系列1,0.0239982605,0.002985094513
子图1：(a) G1b 宽频多正弦输入时程,系列1,0.02499818802,0.003148294246
子图1：(a) G1b 宽频多正弦输入时程,系列1,0.02599811554,0.003320613621
子图1：(a) G1b 宽频多正弦输入时程,系列1,0.02699804306,0.00350299459
子图1：(a) G1b 宽频多正弦输入时程,系列1,0.02799797058,0.003696363218
子图1：(a) G1b 宽频多正弦输入时程,系列1,0.0289978981,0.003901617582
子图1：(a) G1b 宽频多正弦输入时程,系列1,0.02999782562,0.004119615558
子图1：(a) G1b 宽频多正弦输入时程,系列1,0.03099775314,0.004351162651
子图1：(a) G1b 宽频多正弦输入时程,系列1,0.03199768066,0.004596999977
子图1：(a) G1b 宽频多正弦输入时程,系列1,0.03299760818,0.00485779255
子图1：(a) G1b 宽频多正弦输入时程,系列1,0.03399753571,0.005134117986
子图1：(a) G1b 宽频多正弦输入时程,系列1,0.03499746323,0.005426455766
子图1：(a) G1b 宽频多正弦输入时程,系列1,0.03599739075,0.005735177179
子图1：(a) G1b 宽频多正弦输入时程,系列1,0.03699731827,0.00606053607
子图1：(a) G1b 宽频多正弦输入时程,系列1,0.03799724579,0.006402660502
子图1：(a) G1b 宽频多正弦输入时程,系列1,0.03899717331,0.006761545452
子图1：(a) G1b 宽频多正弦输入时程,系列1,0.03999710083,0.007137046629
子图1：(a) G1b 宽频多正弦输入时程,系列1,0.04099702835,0.007528875521
子图1：(a) G1b 宽频多正弦输入时程,系列1,0.04199695587,0.007936595743
子图1：(a) G1b 宽频多正弦输入时程,系列1,0.04299688339,0.008359620761
子图1：(a) G1b 宽频多正弦输入时程,系列1,0.04399681091,0.008797213051
子图1：(a) G1b 宽频多正弦输入时程,系列1,0.04499673843,0.009248484748
子图1：(a) G1b 宽频多正弦输入时程,系列1,0.04599666595,0.009712399809
子图1：(a) G1b 宽频多正弦输入时程,系列1,0.04699659348,0.01018777772
子图1：(a) G1b 宽频多正弦输入时程,系列1,0.047996521,0.01067329873
子图1：(a) G1b 宽频多正弦输入时程,系列1,0.04899644852,0.0111675107
子图1：(a) G1b 宽频多正弦输入时程,系列1,0.04999637604,0.01166883733
子图1：(a) G1b 宽频多正弦输入时程,系列1,0.05099630356,0.01217558805
子图1：(a) G1b 宽频多正弦输入时程,系列1,0.05199623108,0.01268596919
