子图4：(d) r_v=0.75（P040） 热图矩阵（行=y，列=x）,-4,-3.95,-3.9,-3.85,-3.8,-3.75,-3.7,-3.65,-3.6,-3.55,-3.5,-3.45,-3.4,-3.35,-3.3,-3.25,-3.2,-3.15,-3.1,-3.05,-3,-2.95,-2.9,-2.85,-2.8,-2.75,-2.7,-2.65,-2.6,-2.55,-2.5,-2.45,-2.4,-2.35,-2.3,-2.25,-2.2,-2.15,-2.1,-2.05,-2,-1.95,-1.9,-1.85,-1.8,-1.75,-1.7,-1.65,-1.6,-1.55,-1.5,-1.45,-1.4,-1.35,-1.3,-1.25,-1.2,-1.15,-1.1,-1.05,-1,-0.95,-0.9,-0.85,-0.8,-0.75,-0.7,-0.65,-0.6,-0.55,-0.5,-0.45,-0.4,-0.35,-0.3,-0.25,-0.2,-0.15,-0.1,-0.05,0,0.05,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.85,0.9,0.95,1,1.05,1.1,1.15,1.2,1.25,1.3,1.35,1.4,1.45,1.5,1.55,1.6,1.65,1.7,1.75,1.8,1.85,1.9,1.95,2,2.05,2.1,2.15,2.2,2.25,2.3,2.35,2.4,2.45,2.5,2.55,2.6,2.65,2.7,2.75,2.8,2.85,2.9,2.95,3,3.05,3.1,3.15,3.2,3.25,3.3,3.35,3.4,3.45,3.5,3.55,3.6,3.65,3.7,3.75,3.8,3.85,3.9,3.95,4
0.5,1.049966009,1.049966398,1.049952931,1.049938914,1.049929277,1.049907047,1.049889216,1.049868467,1.049841947,1.049818205,1.04978867,1.049757424,1.049726194,1.049688792,1.049651348,1.049611428,1.049567898,1.049523383,1.049475208,1.049424809,1.049372911,1.049316503,1.049258532,1.049197993,1.04913431,1.049068284,1.048999045,1.048927211,1.048853235,1.048775101,1.048694754,1.048611648,1.048525395,1.04843624,1.048343894,1.048248777,1.048151157,1.048049521,1.047945377,1.047838406,1.047728363,1.04761521,1.047499027,1.047380139,1.0472587,1.04713369,1.047006239,1.046876206,1.046743625,1.046608193,1.046470409,1.046330483,1.046188484,1.046044144,1.04589805,1.045750414,1.045601536,1.045451085,1.04529991,1.045148227,1.044996096,1.044844311,1.04469293,1.044542527,1.044393829,1.044247123,1.044103394,1.043963066,1.043826638,1.043696337,1.043571853,1.04345453,1.043345158,1.043246996,1.043159646,1.043084136,1.043023722,1.042979053,1.042952605,1.042945263,1.042954131,1.042200592,1.041254843,1.040156996,1.038889012,1.037462619,1.035897396,1.034199493,1.032376655,1.03042418,1.028363244,1.026212154,1.024007225,1.022347084,1.020499696,1.018572399,1.016375769,1.013929378,1.011457281,1.008510024,1.003821323,1.000902247,0.9998799575,0.9983967329,0.9974503035,0.9963661399,0.9954826993,0.9945981953,0.9937730912,0.9930089593,0.9922385643,0.9915548032,0.9908353934,0.9902093946,0.9895371389,0.9889552919,0.9883264366,0.9877776039,0.9871984695,0.986669753,0.9861332345,0.9856268541,0.9851255862,0.9846424108,0.9841712293,0.9837113128,0.983266557,0.9828294842,0.9824084798,0.9819935649,0.9815943137,0.9812007232,0.980821694,0.9804490833,0.9800888488,0.9797361374,0.9793936204,0.9790593988,0.9787340477,0.9784171125,0.9781083267,0.9778076783,0.9775147583,0.9772294377,0.97695165,0.9766807883,0.9764173802,0.9761601076,0.9759103406,0.9756659809,0.9754288845,0.9751966554,0.9749711353,0.9747502244,0.9745353435,0.9743249349,0.9741197325,0.9739190131,0.9737224663,0.9735306488,0.973341615
0.6,1.05837983,1.058461493,1.058522652,1.058581858,1.058646248,1.058691729,1.058742461,1.058788266,1.058824895,1.058864697,1.058895392,1.058922933,1.058949974,1.058967199,1.058983917,1.058996483,1.059003145,1.059008046,1.059006986,1.059002262,1.058994975,1.058980628,1.058963635,1.058942495,1.058916446,1.058886518,1.058851605,1.058812645,1.058770036,1.058721268,1.058668792,1.05861196,1.058550482,1.058484028,1.058412888,1.058337379,1.058257643,1.058172121,1.058082339,1.057988082,1.057889316,1.057785182,1.05767657,1.057563579,1.057446278,1.05732363,1.057196791,1.057065769,1.056930675,1.056790678,1.056646832,1.056499268,1.056348105,1.056192785,1.056034299,1.055872817,1.055708693,1.055541468,1.055372245,1.055201321,1.055028969,1.054855629,1.054681928,1.054508483,1.054336037,1.054165177,1.053997005,1.053832184,1.053671575,1.053517444,1.053370072,1.053230947,1.053101048,1.052984769,1.052881397,1.052792486,1.052722429,1.052671347,1.05264307,1.05263848,1.052652725,1.051672043,1.050425082,1.04896482,1.047266267,1.04534512,1.043228601,1.040925267,1.038445998,1.035784373,1.032970351,1.030029496,1.027013812,1.024760087,1.022249178,1.019627359,1.016636708,1.013304075,1.009935747,1.005919333,0.999527523,0.9955384652,0.994154543,0.9921393778,0.9908624571,0.9893972532,0.9882086276,0.9870191819,0.9859119664,0.9848890448,0.9838579274,0.9829463462,0.981985993,0.9811544985,0.9802594985,0.9794891841,0.9786542277,0.9779296986,0.9771634236,0.9764667467,0.9757592922,0.9750934026,0.9744344997,0.9738005194,0.9731830003,0.9725809251,0.9719996683,0.9714288716,0.9708801285,0.9703396017,0.9698205615,0.9693091092,0.9688175898,0.9683346903,0.9678686717,0.9674127939,0.9669707284,0.9665398649,0.9661210157,0.9657135097,0.9653169622,0.9649313692,0.9645561625,0.9641911594,0.9638362638,0.9634906143,0.9631549872,0.9628274744,0.9625100292,0.9621997258,0.9618991784,0.9616050049,0.9613198195,0.9610406665,0.960769577,0.9605043408,0.9602460496,0.9599936524,0.9597467448,0.9595061778,0.9592691287
0.7,1.06583681,1.066042173,1.066219075,1.066392108,1.066570725,1.066722978,1.066881018,1.067031399,1.067168645,1.067308845,1.06743605,1.06755813,1.067678567,1.067785106,1.067890018,1.067988629,1.06807871,1.068165384,1.068243537,1.06831608,1.068384481,1.068442722,1.068496792,1.068544723,1.068585424,1.068620321,1.068647936,1.068669495,1.068685734,1.068692962,1.068694746,1.068690161,1.068678629,1.068660095,1.068634528,1.068602565,1.068564586,1.068517897,1.068465158,1.068405839,1.068339673,1.068265958,1.068185429,1.068098441,1.068005211,1.067903822,1.067796293,1.067682466,1.06756235,1.067434963,1.06730157,1.06716242,1.067017621,1.066866287,1.066709748,1.066548306,1.066382348,1.066211,1.066035959,1.065857532,1.065675892,1.065491677,1.065305549,1.065118379,1.064931271,1.064744336,1.064559533,1.06437752,1.064199248,1.064027705,1.063863035,1.063707318,1.063561824,1.063431649,1.063316295,1.063217591,1.063141164,1.063086596,1.063059083,1.06305956,1.063080606,1.061859059,1.060286376,1.058429634,1.056256111,1.053785725,1.051054618,1.048074173,1.044859024,1.041400929,1.037740045,1.033910337,1.029982205,1.027067309,1.023816961,1.020420785,1.016545201,1.012225156,1.007858653,1.002652677,0.9943678577,0.989186859,0.9874061692,0.9848035987,0.9831660517,0.9812837204,0.9797636446,0.9782432293,0.9768309981,0.975529535,0.9742178584,0.9730630196,0.9718446803,0.9707953896,0.9696631263,0.9686944894,0.967641218,0.9667329395,0.9657699146,0.9648982895,0.9640124771,0.9631812478,0.9623591066,0.9615696216,0.9608016549,0.9600538539,0.9593332579,0.9586262211,0.9579480069,0.957280362,0.9566407693,0.9560108545,0.9554069592,0.9548140831,0.9542431555,0.9536852319,0.9531452088,0.9526195826,0.9521094262,0.9516138721,0.9511323964,0.9506649761,0.9502108682,0.9497698413,0.949341759,0.9489254639,0.9485219974,0.9481288509,0.9477486378,0.9473773838,0.9470186895,0.9466679457,0.9463287879,0.9459971577,0.9456758998,0.9453619692,0.9450569222,0.9447593398,0.9444687012,0.944186223,0.9439080286
0.8,1.072349851,1.072723429,1.073059301,1.073388885,1.073724335,1.074024608,1.074331112,1.074626717,1.074904327,1.07518456,1.07544708,1.075702019,1.07595394,1.076186864,1.076416858,1.076637885,1.076847028,1.077050939,1.077243008,1.077427094,1.077605091,1.077769152,1.077927104,1.078076397,1.078215712,1.078346736,1.078467693,1.078580204,1.078685167,1.078777739,1.07886267,1.078938751,1.079005247,1.079061949,1.079108962,1.079147093,1.079176767,1.079194526,1.079203775,1.079203867,1.079194473,1.079174517,1.079145071,1.079106561,1.079059217,1.079000511,1.078933059,1.078856665,1.078771314,1.078675592,1.0785712,1.078458429,1.078337402,1.078206758,1.078068371,1.07792253,1.077769723,1.077608596,1.077441422,1.077268588,1.077090287,1.076906944,1.076719646,1.076529454,1.076337619,1.076144082,1.075951377,1.075760364,1.075572141,1.075390026,1.07521457,1.075048221,1.07489247,1.07475338,1.07463046,1.074525916,1.074446873,1.074391885,1.074367974,1.074376032,1.074405386,1.072932165,1.071012073,1.068727259,1.066036533,1.062964549,1.059557668,1.05583061,1.051802392,1.047462947,1.042864143,1.038049424,1.033110544,1.02947141,1.025410755,1.021165755,1.016320718,1.01091941,1.005460459,0.9989539093,0.9886001752,0.982111528,0.9799021836,0.9766607231,0.9746356891,0.9723036136,0.9704291009,0.9685550076,0.9668181659,0.9652216872,0.9636129222,0.9622026561,0.960712577,0.959436512,0.9580557853,0.956882291,0.9556018117,0.9545051232,0.9533391119,0.9522889796,0.9512208047,0.9502218317,0.949234272,0.9482880588,0.9473689815,0.9464753208,0.9456160246,0.9447737124,0.9439677917,0.9431749638,0.9424175506,0.941672096,0.9409594047,0.9402603407,0.9395888843,0.9389335526,0.9383006083,0.9376855606,0.9370897994,0.9365121927,0.9359520629,0.9354094062,0.9348832589,0.934373307,0.9338794095,0.9334000679,0.9329366637,0.9324859088,0.9320512828,0.9316275322,0.9312194816,0.9308210726,0.9304371299,0.9300623033,0.9297004253,0.9293474723,0.9290055672,0.9286728646,0.9283487286,0.9280348262,0.9277260042
0.9,1.077945843,1.078531576,1.079069436,1.079598196,1.080133093,1.080622882,1.081119323,1.081601132,1.082059422,1.082519893,1.082957246,1.083384178,1.083806511,1.084203961,1.084596979,1.084977921,1.085343085,1.085700907,1.086043053,1.086374415,1.08669745,1.087002124,1.08729844,1.087583187,1.087854697,1.088115007,1.088362014,1.088597772,1.088823261,1.089032621,1.089231592,1.089418729,1.08959333,1.089754614,1.089903212,1.090039959,1.090165197,1.090274946,1.090373081,1.090458993,1.090532425,1.090591431,1.09063791,1.090672187,1.090694344,1.09070151,1.090696662,1.090679666,1.090650573,1.090607193,1.090552001,1.090485205,1.090406938,1.090315284,1.090212727,1.090099572,1.08997631,1.089841179,1.089696957,1.089544095,1.089382974,1.089213472,1.089037423,1.088855945,1.088670395,1.088480648,1.088289677,1.088098652,1.08790903,1.087723974,1.087544831,1.087374389,1.087214267,1.08707164,1.086945979,1.08683998,1.086762353,1.086710243,1.08669294,1.086711166,1.086750404,1.085017818,1.082731386,1.079989684,1.076742235,1.073018946,1.068877852,1.064337554,1.05942211,1.054119749,1.048495642,1.042603755,1.036560146,1.032138776,1.027202522,1.022040197,1.016148086,1.009579439,1.002942061,0.9950337074,0.9824492907,0.9745432524,0.9718762931,0.9679480169,0.9655115487,0.9627001465,0.9604510672,0.9582034372,0.9561252305,0.9542200731,0.9523004933,0.9506254302,0.9488527034,0.9473436651,0.9457060923,0.9443240435,0.9428103117,0.9415234003,0.9401510187,0.9389216971,0.937670021,0.9365037946,0.9353515214,0.934250234,0.9331823109,0.9321456187,0.9311511953,0.930177478,0.9292485459,0.928335459,0.9274659483,0.9266108028,0.9257959505,0.9249975086,0.9242328969,0.9234877744,0.9227700053,0.9220739372,0.9214013175,0.9207507182,0.9201213178,0.9195131005,0.918924858,0.9183562299,0.9178070173,0.9172753736,0.9167630604,0.9162659045,0.9157883564,0.9153237944,0.9148783786,0.9144443853,0.9140280393,0.9136225429,0.9132328397,0.9128537956,0.912488217,0.9121337543,0.9117896367,0.9114580872,0.9111325105
1,1.082629632,1.083470392,1.084252636,1.08502286,1.085799252,1.086520345,1.087248271,1.087957573,1.088637701,1.089319072,1.08997178,1.090610982,1.091243602,1.091845272,1.092440579,1.093020422,1.093580434,1.094130427,1.094660687,1.095177041,1.095682454,1.096164709,1.096635989,1.097092437,1.097532001,1.09795709,1.098365181,1.098758774,1.099139207,1.099498917,1.0998453,1.100176498,1.100491434,1.100789469,1.101071064,1.101337356,1.10158894,1.101820398,1.102036969,1.102237747,1.102422179,1.102588207,1.102737821,1.102871538,1.102989636,1.103088004,1.103170758,1.103237568,1.103288386,1.103320505,1.103336879,1.103337849,1.103323502,1.103291215,1.103244199,1.103182741,1.103107454,1.103015738,1.102911306,1.102794612,1.102665898,1.102524938,1.102373896,1.102214163,1.102047417,1.101872755,1.101694399,1.101513493,1.10133161,1.101152353,1.100977349,1.100810029,1.100652247,1.100511937,1.100388897,1.100286204,1.100214304,1.100168783,1.100161349,1.100192559,1.100243395,1.098246827,1.095577711,1.092352299,1.088510114,1.084087032,1.079154173,1.073734644,1.067858424,1.061512247,1.054776161,1.047715774,1.040474683,1.035216315,1.029342674,1.023198287,1.016185835,1.008368673,1.000472221,0.9910671042,0.9760984548,0.9666670555,0.963514995,0.9588534587,0.95598317,0.9526644029,0.950022296,0.947382934,0.9449482968,0.9427225401,0.940480204,0.9385328433,0.9364683584,0.9347221671,0.9328212726,0.9312290365,0.9294779438,0.9280011541,0.9264210551,0.9250140469,0.9235798917,0.9222491365,0.920935088,0.9196826695,0.9184704341,0.9172958136,0.9161721835,0.9150732998,0.9140284628,0.9130024097,0.9120289192,0.9110723372,0.9101643452,0.9092757138,0.908427794,0.9076029608,0.9068109011,0.9060446346,0.9053063516,0.9045942823,0.9039074226,0.9032457648,0.9026078278,0.9019931865,0.9014016116,0.9008308458,0.900283063,0.899753153,0.8992466502,0.8987553593,0.8982869793,0.8978319429,0.897398048,0.8969768273,0.8965745363,0.8961848045,0.8958111831,0.8954507718,0.8951026886,0.8947697867,0.8944438302
1.1,1.08641623,1.087552181,1.088618882,1.089670729,1.090729086,1.091721579,1.092721324,1.093698481,1.094640562,1.095583216,1.096491382,1.097382892,1.098265908,1.099111561,1.099948965,1.10076738,1.101561636,1.102343149,1.103100612,1.103840881,1.104567436,1.105265696,1.105950164,1.106616302,1.107261641,1.107888851,1.108495127,1.109083359,1.109655093,1.110201316,1.110730784,1.111241328,1.111731665,1.112200803,1.112649445,1.113078931,1.113489898,1.113875769,1.11424286,1.114590066,1.114916725,1.115220136,1.115502818,1.115765388,1.11600808,1.116225803,1.116423594,1.11660102,1.11675797,1.116890978,1.117003699,1.117096492,1.117169444,1.117219084,1.117249427,1.117260767,1.11725378,1.117225004,1.117179087,1.11711647,1.117037408,1.116941151,1.116830604,1.116707308,1.116573152,1.116426637,1.116272978,1.116113519,1.115950052,1.115786169,1.115624275,1.11546829,1.115320213,1.115188955,1.115074556,1.114980515,1.114919292,1.114884304,1.114890328,1.114937551,1.115001727,1.112739339,1.109673626,1.105939879,1.101466977,1.096297385,1.090516933,1.084153999,1.077245245,1.069776271,1.06184368,1.053525875,1.044997204,1.038850916,1.031982276,1.024795628,1.016594757,1.007453739,0.9982238476,0.9872343455,0.9697376582,0.9586757537,0.9550126929,0.949573188,0.9462482722,0.9423956375,0.9393435577,0.9362957562,0.9334911482,0.9309343886,0.9283588437,0.9261332414,0.9237693824,0.9217834157,0.9196141896,0.9178117803,0.9158207223,0.914156076,0.9123684817,0.9107869563,0.9091729223,0.9076820292,0.9062107807,0.9048128423,0.903462538,0.9021567983,0.9009115787,0.8996954715,0.8985435667,0.8974135392,0.8963459625,0.8952979387,0.8943076439,0.8933397972,0.8924202036,0.8915275253,0.8906735177,0.8898497044,0.8890587728,0.8882985657,0.8875678938,0.8868667571,0.8861933793,0.8855472683,0.8849281322,0.8843333125,0.8837654096,0.8832183156,0.8826987078,0.8821967362,0.8817217408,0.881262156,0.8808275029,0.8804075215,0.8800098839,0.8796268527,0.8792628456,0.8789143683,0.8785803945,0.8782644831,0.8779566032
1.2,1.089263944,1.090732715,1.092122155,1.093494299,1.094873552,1.096176931,1.09748819,1.098773166,1.100017503,1.10126186,1.102466178,1.103650846,1.104825293,1.105956021,1.107076716,1.108174996,1.1092448,1.110299176,1.111325121,1.112330562,1.113319469,1.114274783,1.11521343,1.116130057,1.117021853,1.117891627,1.118736299,1.119559186,1.120361965,1.121134083,1.121885742,1.122614394,1.123318616,1.123996796,1.124650156,1.125280062,1.125887107,1.12646373,1.127017087,1.127545967,1.128049695,1.128524561,1.128973937,1.129398348,1.129797945,1.130166758,1.130510579,1.130828945,1.131121735,1.13138443,1.13162163,1.131833631,1.132020464,1.132177705,1.132310325,1.132418565,1.132503103,1.132559594,1.132593579,1.132605573,1.132595898,1.132562958,1.132510658,1.132440643,1.132354978,1.132251513,1.132136522,1.132011553,1.131878717,1.131741291,1.131602766,1.131467517,1.131337736,1.131223219,1.131124305,1.131045034,1.131000001,1.130980178,1.131003619,1.131070197,1.131149647,1.128622592,1.125148929,1.120884281,1.115746214,1.109784528,1.103101466,1.095731415,1.087718659,1.079048033,1.069834546,1.060170543,1.050264647,1.043181876,1.035263199,1.026976859,1.017522663,1.00698598,0.9963522669,0.9836952321,0.9635319273,0.9507342114,0.9465348272,0.9402728429,0.9364730733,0.9320604674,0.9285820784,0.9251096663,0.9219221505,0.9190246471,0.9161060509,0.9135970148,0.9109268183,0.9086993021,0.9062574358,0.9042457521,0.9020128777,0.9001633271,0.8981692509,0.8964173311,0.8946269185,0.8929812469,0.8913583208,0.8898214614,0.8883402898,0.8869112162,0.8855530603,0.8842286763,0.882979585,0.8817556052,0.8806048964,0.8794764612,0.8784157349,0.8773806823,0.8764021091,0.8754544693,0.8745519225,0.8736842357,0.8728547259,0.8720607529,0.8713009641,0.870575356,0.8698818007,0.8692197845,0.868588915,0.8679861197,0.8674144466,0.8668667342,0.8663508698,0.8658552745,0.8653910175,0.8649444017,0.8645267912,0.8641260259,0.8637512847,0.8633933937,0.8630576764,0.8627400187,0.8624392625,0.8621597092,0.8618894284
1.3,1.091080626,1.09291682,1.094664929,1.096394045,1.098131282,1.099783869,1.101445271,1.103077337,1.104664035,1.106250319,1.10779177,1.10931104,1.110818498,1.112276626,1.113723057,1.115143936,1.116532494,1.117902895,1.119240891,1.120555192,1.121850217,1.123106565,1.124343318,1.125554474,1.126736721,1.127893016,1.129019966,1.130121261,1.131198814,1.132240234,1.133257349,1.134247166,1.135207912,1.136137665,1.137037738,1.137909716,1.138754336,1.139562334,1.140342365,1.141092849,1.141812823,1.142497986,1.143152119,1.143775867,1.144369414,1.144925325,1.145450667,1.145944737,1.146407295,1.146832852,1.147226832,1.147589548,1.147920947,1.148215527,1.148479202,1.148712246,1.148915355,1.149082909,1.149221757,1.149332367,1.149414921,1.149467194,1.149493886,1.149496873,1.149478542,1.149435505,1.149375698,1.149300694,1.14921276,1.149115111,1.149012125,1.148908839,1.148807592,1.148718913,1.148643735,1.148586562,1.148564261,1.148564964,1.148610452,1.148700202,1.148797056,1.146008827,1.142117807,1.137301133,1.131464455,1.124665694,1.117025294,1.108584489,1.099396242,1.089445124,1.07886645,1.067767727,1.056395564,1.048329977,1.039308752,1.029868226,1.019099222,1.007099034,0.9949955654,0.9805931099,0.9576314054,0.9429939237,0.9382337814,0.9311056177,0.9268116013,0.9218135958,0.9178932978,0.9139807667,0.9103980471,0.9071506994,0.9038798057,0.901082775,0.898099813,0.8956296014,0.8929112709,0.8906918385,0.8882157195,0.8861848141,0.8839857237,0.8820680837,0.8801052328,0.8783106326,0.8765420065,0.8748732754,0.8732688933,0.8717247271,0.8702627225,0.8688394013,0.8675034234,0.8661958996,0.8649734315,0.8637759769,0.8626571244,0.8615672385,0.8605427819,0.8595534644,0.858616164,0.8577186674,0.8568650421,0.8560520769,0.8552782532,0.8545435677,0.8538455168,0.8531835792,0.8525572187,0.8519629835,0.8514043181,0.8508730168,0.8503781916,0.8499064969,0.849470755,0.8490551188,0.8486728075,0.8483097161,0.8479765821,0.8476627619,0.8473745067,0.8471070688,0.8468591497,0.8466358306,0.8464232329
