子图2 热图矩阵（行=y，列=x）,-0.5,0.5909090909,1.681818182,2.772727273,3.863636364,4.954545455,6.045454545,7.136363636,8.227272727,9.318181818,10.40909091,11.5
-0.5,1,1,1,0.5,1,0.5,0.5,0.5,0,0,0,0
1,0,0,0.5,0.5,1,0,0.5,1,0.5,0,1,1
2.5,1,0,0.5,1,1,0.5,0,0.5,0.5,0,1,0
